"credit","nationality","birthYear","artistName","url","image-URL","when-acquired","deathYear","dimensions","title","collection","type"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114529","http:  www.sfmoma.org images artwork medium 2003.306.A.210_04_b02.jpg","2003","1953","12.7 cm x 10.16 cm","L.S.P. 45, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114307","http:  www.sfmoma.org images artwork medium 2003.306.A.19_01_b02.jpg","2003","1987","12.7 cm x 10.16 cm","L.S.P. 47, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114535","http:  www.sfmoma.org images artwork medium 2003.306.A.216_01_b04.jpg","2003","1987","12.7 cm x 10.16 cm","L.S.P. 48, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114584","http:  www.sfmoma.org images artwork medium 2003.306.A.265_01_b04.jpg","2003","1952","12.7 cm x 10.16 cm","L.S.P. 5, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114571","http:  www.sfmoma.org images artwork medium 2003.306.A.252_03_b02.jpg","2003","1952","12.7 cm x 10.16 cm","L.S.P. 50, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114534","http:  www.sfmoma.org images artwork medium 2003.306.A.215_01_b04.jpg","2003","1952","12.7 cm x 10.16 cm","L.S.P. 52, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114569","http:  www.sfmoma.org images artwork medium 2003.306.A.250_01_b02.jpg","2003","1990","12.7 cm x 10.16 cm","L.S.P. 53, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114527","http:  www.sfmoma.org images artwork medium 2003.306.A.208_03_b03.jpg","2003","2008","12.7 cm x 10.16 cm","L.S.P. 54, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114568","http:  www.sfmoma.org images artwork medium 2003.306.A.249_03_b03.jpg","2003","2008","12.7 cm x 10.16 cm","L.S.P. 55, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114499","http:  www.sfmoma.org images artwork medium 2003.306.A.180_04_b02.jpg","2003","2005","12.7 cm x 10.16 cm","L.S.P. 56, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114576","http:  www.sfmoma.org images artwork medium 2003.306.A.257_01_b02.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 57, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114582","http:  www.sfmoma.org images artwork medium 2003.306.A.263_01_b04.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 6, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114493","http:  www.sfmoma.org images artwork medium 2003.306.A.174_04_b02.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 60, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114526","http:  www.sfmoma.org images artwork medium 2003.306.A.206_04_b02.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 61, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114525","http:  www.sfmoma.org images artwork medium 2003.306.A.183_03_b03.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 61, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114502","http:  www.sfmoma.org images artwork medium 2003.306.A.193_01_b04.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 62, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114512","http:  www.sfmoma.org images artwork medium 2003.306.A.280_04_b02.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 63, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114599","http:  www.sfmoma.org images artwork medium 2003.306.A.259_01_b04.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 64, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114578","http:  www.sfmoma.org images artwork medium 2003.306.A.260_03_b03.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 65, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114579","http:  www.sfmoma.org images artwork medium 2003.306.A.68_01_b02.jpg","2003","1972","12.7 cm x 10.16 cm","L.S.P. 66, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114357","http:  www.sfmoma.org images artwork medium 2003.306.A.268_03_b03.jpg","2003","1966","12.7 cm x 10.16 cm","L.S.P. 68, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114587","http:  www.sfmoma.org images artwork medium 2003.306.A.261_01_b04.jpg","2003","1868","12.7 cm x 10.16 cm","L.S.P. 69, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114580","http:  www.sfmoma.org images artwork medium 2003.306.A.278_03_b03.jpg","2003","1997","12.7 cm x 10.16 cm","L.S.P. 7, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114597","http:  www.sfmoma.org images artwork medium 2003.306.A.267_01_b02.jpg","2003","1998","12.7 cm x 10.16 cm","L.S.P. 70, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114586","http:  www.sfmoma.org images artwork medium 2003.306.A.20_01_b02.jpg","2003","1998","12.7 cm x 10.16 cm","L.S.P. 71, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114308","http:  www.sfmoma.org images artwork medium 2003.306.A.178_01_b02.jpg","2003","1946","12.7 cm x 10.16 cm","L.S.P. 75, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114497","http:  www.sfmoma.org images artwork medium 2003.306.A.177_03_b03.jpg","2003","1977","12.7 cm x 10.16 cm","L.S.P. 76, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114496","http:  www.sfmoma.org images artwork medium 2003.306.A.224_03_b03.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 77, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114543","http:  www.sfmoma.org images artwork medium 2003.306.A.196_03_b03.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 78, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114515","http:  www.sfmoma.org images artwork medium 2003.306.A.230_01_b04.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 8, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114549","http:  www.sfmoma.org images artwork medium 2003.306.A.201_03_b03.jpg","2003","1992","12.7 cm x 10.16 cm","L.S.P. 81, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114520","http:  www.sfmoma.org images artwork medium 2003.306.A.220_01_b04.jpg","2003","1992","12.7 cm x 10.16 cm","L.S.P. 82, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114539","http:  www.sfmoma.org images artwork medium 2003.306.A.229_03_b03.jpg","2003","1992","12.7 cm x 10.16 cm","L.S.P. 84 , from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114548","http:  www.sfmoma.org images artwork medium 2003.306.A.242_01_b02.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 85, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114561","http:  www.sfmoma.org images artwork medium 2003.306.A.221_01_b04.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 86, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114540","http:  www.sfmoma.org images artwork medium 2003.306.A.231_03_b03.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 87, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114550","http:  www.sfmoma.org images artwork medium 2003.306.A.235_03_b03.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 88, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114554","http:  www.sfmoma.org images artwork medium 2003.306.A.277_01_b04.jpg","2003","1983","12.7 cm x 10.16 cm","L.S.P. 89, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114596","http:  www.sfmoma.org images artwork medium 2003.306.A.245_03_b03.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 9, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114564","http:  www.sfmoma.org images artwork medium 2003.306.A.197_03_b03.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 90, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114516","http:  www.sfmoma.org images artwork medium 2003.306.A.228_01_b02.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 91, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114547","http:  www.sfmoma.org images artwork medium 2003.306.A.176_03_b03.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 92, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114495","http:  www.sfmoma.org images artwork medium 2003.306.A.248_01_b02.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 93, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114567","http:  www.sfmoma.org images artwork medium 2003.306.A.223_03_b03.jpg","2003","1958","12.7 cm x 10.16 cm","L.S.P. 94, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114542","http:  www.sfmoma.org images artwork medium 2003.306.A.200_01_b02.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 95, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114519","http:  www.sfmoma.org images artwork medium 2003.306.A.232_01_b02.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 96, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114551","http:  www.sfmoma.org images artwork medium 2003.306.A.199_04_b02.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 97, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright","American","1951","Deborah Luster","http:  www.sfmoma.org explore collection artwork 114518","http:  www.sfmoma.org images artwork medium x2004.567_03_D02.jpg","2003","1942","12.7 cm x 10.16 cm","L.S.P. 98, from the series One Big Self: Prisoners of Louisiana","SFMOMA","photograph"
